Date,Open,High,Low,Close,Adj Close,Volume
2021-10-22,19.890699,20.601282,19.608662,19.766987,19.766987,319284700
2021-10-23,19.767162,19.950747,19.512327,19.886707,19.886707,210385207
2021-10-24,19.885996,20.101339,19.311962,19.516466,19.516466,203086549
2021-10-25,19.477793,20.109816,19.414299,19.838961,19.838961,242909523
2021-10-26,19.837418,19.975470,19.324259,19.365578,19.365578,278917567
2021-10-27,19.365191,19.539196,18.021982,18.066139,18.066139,413215461
2021-10-28,18.065483,18.656742,17.793041,18.253204,18.253204,421024380
2021-10-29,18.235655,18.938082,17.567739,18.591116,18.591116,376757616
2021-10-30,18.581964,18.868971,17.718517,17.995424,17.995424,301021340
2021-10-31,18.015484,18.153900,17.294815,17.675655,17.675655,265755304
2021-11-01,17.656588,18.530552,17.313429,18.446602,18.446602,326457538
2021-11-02,18.454472,18.888004,17.878252,18.533989,18.533989,321909411
2021-11-03,18.525612,19.051884,17.957043,18.968269,18.968269,296969489
2021-11-04,18.968370,19.608955,18.497993,18.839176,18.839176,452205971
2021-11-05,18.827511,20.381166,18.638609,19.471722,19.471722,479436686
2021-11-06,19.471134,19.616943,18.774101,19.222893,19.222893,309869277
2021-11-07,19.248699,20.499863,19.101446,20.247793,20.247793,388654141
2021-11-08,20.248304,20.296511,19.600533,20.127905,20.127905,357908394
2021-11-09,20.118053,20.207047,19.701336,19.770073,19.770073,305244392
2021-11-10,19.742819,19.854849,17.676985,18.320404,18.320404,364227432
2021-11-11,18.339209,19.194555,18.022123,18.867054,18.867054,302444296
2021-11-12,18.836189,18.995634,17.899252,18.242842,18.242842,239994084
2021-11-13,18.272511,18.696634,18.032524,18.454327,18.454327,205610589
2021-11-14,18.444195,18.560045,18.003105,18.393942,18.393942,195445954
2021-11-15,18.397390,19.150627,18.353148,18.480059,18.480059,236326771
2021-11-16,18.524771,18.524771,16.598022,16.847210,16.847210,458377200
2021-11-17,16.844528,16.918922,16.046869,16.481812,16.481812,389010193
2021-11-18,16.480099,16.805225,14.113453,14.841199,14.841199,428768024
2021-11-19,14.821671,16.232483,14.604858,15.966859,15.966859,324183519
2021-11-20,15.965781,16.234735,15.255691,15.874052,15.874052,205508791
2021-11-21,15.864924,16.048355,15.021919,15.269213,15.269213,241350497
2021-11-22,15.263943,15.779681,14.637117,14.931512,14.931512,267444979
2021-11-23,14.930912,15.355767,14.630835,14.823181,14.823181,268565622
2021-11-24,14.821755,14.876478,13.665169,14.629633,14.629633,215264879
2021-11-25,13.954425,14.630077,13.840602,14.123380,14.123380,258771473
2021-11-26,14.413793,14.696361,12.123186,12.787763,12.787763,494945464
2021-11-27,12.841264,13.625454,12.799174,13.109793,13.109793,349646248
2021-11-28,13.123587,13.531559,12.525226,13.520910,13.520910,225064736
2021-11-29,13.528156,14.773075,13.353884,14.591902,14.591902,288883903
2021-11-30,14.578125,14.764437,13.733948,14.037175,14.037175,278662961
2021-12-01,14.027272,14.666976,13.330486,13.484857,13.484857,415919941
2021-12-02,13.474783,13.526795,13.037654,13.130312,13.130312,359170890
2021-12-03,13.148155,13.311935,12.290958,12.542574,12.542574,224545405
2021-12-04,12.560172,12.602007,10.041060,11.601165,11.601165,343524118
2021-12-05,11.582655,11.715592,10.607152,11.126505,11.126505,234778538
2021-12-06,11.136874,12.459111,10.928786,12.332149,12.332149,324456091
2021-12-07,12.321275,12.606529,11.994739,12.112980,12.112980,181018840
2021-12-08,12.104274,12.484432,11.650478,12.482197,12.482197,173419501
2021-12-09,12.468696,12.600844,11.394129,11.470769,11.470769,159136082
2021-12-10,11.437740,11.666445,10.700125,10.743958,10.743958,169788214
2021-12-11,10.751996,11.362204,10.751996,11.318807,11.318807,134934033
2021-12-12,11.308567,11.675014,11.193028,11.615931,11.615931,109814846
2021-12-13,11.648107,12.191432,10.763192,10.932409,10.932409,184318845
2021-12-14,10.932611,12.551284,10.870596,12.519122,12.519122,329462924
2021-12-15,12.526802,13.489252,11.976515,13.163462,13.163462,354641420
2021-12-16,13.163712,13.224157,12.519076,12.574617,12.574617,216223149
2021-12-17,12.576346,12.787091,11.741407,12.437287,12.437287,210577950
2021-12-18,12.434560,12.901458,12.209501,12.644934,12.644934,204467268
2021-12-19,12.652359,12.739177,12.283966,12.515868,12.515868,177527236
2021-12-20,12.503565,12.697833,11.827022,12.067325,12.067325,201378030
2021-12-21,12.058025,12.384526,11.824542,12.005841,12.005841,229267990
2021-12-22,12.006919,12.094890,11.847834,11.847834,11.847834,160187285
2021-12-23,11.856058,12.472252,11.520450,12.253092,12.253092,186685098
2021-12-24,12.245358,12.605123,12.127726,12.351548,12.351548,179588833
2021-12-25,12.364285,12.541851,12.156178,12.283990,12.283990,153558855
2021-12-26,12.282080,12.922033,11.980697,12.833713,12.833713,176929257
2021-12-27,12.836612,13.348721,12.490924,13.100976,13.100976,214743431
2021-12-28,13.117030,13.117030,12.044288,12.228441,12.228441,189409009
2021-12-29,12.225856,12.413804,11.722562,11.832417,11.832417,162572785
2021-12-30,11.833082,12.222994,11.725382,12.040131,12.040131,145746507
2021-12-31,12.031515,12.133290,11.609214,11.774521,11.774521,143717586
2022-01-01,11.776158,12.079070,11.757253,12.033498,12.033498,117551204
2022-01-02,12.035735,12.533406,11.838296,12.334721,12.334721,143086635
2022-01-03,12.334896,12.472211,12.020671,12.135359,12.135359,153223687
2022-01-04,12.135497,12.300701,11.903576,12.029914,12.029914,156420878
2022-01-05,12.030118,12.167419,11.083397,11.312202,11.312202,178822540
2022-01-06,11.311525,11.413518,10.798197,11.082173,11.082173,176043183
2022-01-07,11.083552,11.093601,10.214156,10.441086,10.441086,194495980
2022-01-08,10.441443,10.863620,10.051681,10.250547,10.250547,181072446
2022-01-09,10.247400,10.957190,10.198626,10.756019,10.756019,155845979
2022-01-10,10.756096,10.905084,10.042737,10.381213,10.381213,197716288
2022-01-11,10.380395,11.091704,10.304345,10.900437,10.900437,188769886
2022-01-12,10.899863,11.341713,10.699172,11.302445,11.302445,165524887
2022-01-13,11.302372,11.347212,10.808127,10.930811,10.930811,178160690
2022-01-14,10.930117,11.351046,10.832536,11.291457,11.291457,153733596
2022-01-15,11.291879,11.887927,11.231619,11.734333,11.734333,167636408
2022-01-16,11.733710,12.145847,11.629479,12.048776,12.048776,173736406
2022-01-17,12.049447,12.061535,11.099784,11.273845,11.273845,207611907
2022-01-18,11.275071,11.399811,10.566264,10.931800,10.931800,204344469
2022-01-19,10.931318,10.931318,10.411361,10.601078,10.601078,153788252
